Date,Close_raw,Open,High,Low,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI,MACD,MACD_Signal,MACD_Hist,Close,Close_norm
14-03-2014,67.88864136,0.0,0.0,0.05417944192447799,0.375403668784954,0.0,0.0,0.0,0.0,0.5174867600559172,0.5945381750515533,0.5969390651069926,0.48201608932170475,0.0,0.0
17-03-2014,68.70789337,0.0030243449151903246,0.005887600899629364,0.059628891653373706,0.3081883108241916,0.000751109185212151,0.0005983770543115385,0.0012681072475078103,0.0007731950341568483,0.6113623257302415,0.5977134445050978,0.5990049093177037,0.48579404891806444,0.008911551023630393,0.008911551023630393
18-03-2014,68.71518707,0.0081177957433205,0.006364715165605772,0.06189931305301777,0.3091784161241744,0.00174637010053591,0.0010612149318123265,0.0024232763764183707,0.0015193622188475198,0.6121265315639266,0.5996955492358041,0.6011457453171554,0.4864085352607182,0.008990889467610619,0.008990889467610619
19-03-2014,68.45919037,0.008038469058845421,0.007319779164483342,0.05766102567541831,0.31150998974521293,0.002813857497665606,0.0013847517814957744,0.0031934690618595774,0.0021206707335457153,0.5663188626869713,0.5987191960560299,0.602617953975121,0.48092977049768687,0.0062062424651199155,0.0062062424651199155
20-03-2014,68.84686279,0.0050934715011949905,0.005967034214602984,0.057963614415112,0.3006334151715633,0.0037974361670997103,0.0014696342794101591,0.004306700347860848,0.002873454883575044,0.6110335949861638,0.6003280897767946,0.6041919656415341,0.4817639492708916,0.010423214177260443,0.010423214177260443
21-03-2014,70.1708374,0.015042088448337432,0.019811042685979663,0.06492685227799666,0.7328574227396869,0.005604773674877439,0.0018813250335066867,0.0067359611547891385,0.004194568657935549,0.7291706726728229,0.6110601910644049,0.6080943195341298,0.5008424980432749,0.02482496986047955,0.02482496986047955
24-03-2014,69.63684845,0.019260290999296714,0.01583279957953676,0.06992220274420846,0.5691413065886053,0.007280956247684878,0.0020746051222214623,0.008360318188893823,0.005222747371434688,0.6406942484641213,0.6146969458574018,0.6121118770727776,0.5017864822889079,0.01901641557450373,0.01901641557450373
25-03-2014,71.23147583,0.022443824498205922,0.033893698189239596,0.07870196379027539,0.5739333202276766,0.009850559424346317,0.0026336180873226533,0.01154272819454194,0.006930671191524684,0.7515762195232538,0.6289110890255699,0.6188266387767558,0.5238875036244608,0.03636224211760619,0.03636224211760619
26-03-2014,70.99009705,0.03684954519798078,0.040020176496868176,0.08891990334576749,0.5034185308197214,0.012284925505439137,0.0031771758190386468,0.01416279197830761,0.008462621225513445,0.715877571444774,0.6372963999276119,0.6262636158360115,0.5298053711633817,0.0337366039894903,0.0337366039894903
27-03-2014,71.15834045,0.03342727990772443,0.03389382338419211,0.08294063153118514,0.42660184768914267,0.014711084511193628,0.003722690061655487,0.01671403235492641,0.010010466344786861,0.7267386050490159,0.6441326046753076,0.63389684515893,0.5314134717002674,0.03556669976611104,0.03556669976611104
